date,symbol,open,high,low,close,volume
2023-01-13,QQQ,276.5,281.2200012207031,276.1600036621094,280.9700012207031,44802900
2023-01-13,SPY,393.6199951171875,399.1000061035156,393.3399963378906,398.5,63903900
2023-01-17,IVV,400.3699951171875,402.07000732421875,398.9200134277344,399.6300048828125,3510100
2023-01-17,QQQ,280.7699890136719,282.8500061035156,279.5799865722656,281.5400085449219,36269700
2023-01-17,SPY,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,62677300
2023-01-18,IVV,400.8699951171875,401.94000244140625,393.1499938964844,393.3299865722656,4348500
2023-01-18,QQQ,283.1099853515625,284.69000244140625,277.6700134277344,277.8800048828125,47754500
2023-01-18,SPY,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,99632300
2023-01-19,IVV,391.1000061035156,392.8699951171875,389.0799865722656,390.5299987792969,3000000
2023-01-19,QQQ,276.2200012207031,277.3800048828125,273.8900146484375,275.1499938964844,44150400
2023-01-19,SPY,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,86958900
2023-01-20,IVV,391.8800048828125,397.8800048828125,390.19000244140625,397.70001220703125,2645400
2023-01-20,QQQ,276.7900085449219,283.0199890136719,275.7099914550781,282.67999267578125,60613600
2023-01-20,SPY,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,91806400
2023-01-23,IVV,398.54998779296875,404.5199890136719,397.6000061035156,402.4200134277344,5152200
2023-01-23,QQQ,283.5400085449219,290.2099914550781,282.7300109863281,288.9599914550781,52799900
2023-01-23,SPY,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,84178800
2023-01-24,IVV,400.75,403.0400085449219,399.5,402.1499938964844,4309900
2023-01-24,QQQ,287.30999755859375,289.54998779296875,286.7799987792969,288.3699951171875,44875100
2023-01-24,SPY,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,59524900
2023-01-25,IVV,397.75,402.57000732421875,395.4200134277344,402.2200012207031,4555300
2023-01-25,QQQ,283.7699890136719,288.3599853515625,281.17999267578125,287.7300109863281,50872000
2023-01-25,SPY,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,84800300
2023-01-26,IVV,405.0400085449219,406.79998779296875,401.9200134277344,406.6400146484375,3067600
2023-01-26,QQQ,291.2200012207031,293.5199890136719,288.5199890136719,293.3399963378906,51596300
2023-01-26,SPY,403.1300048828125,404.9200134277344,400.0299987792969,404.75,72287400
2023-01-27,IVV,405.4800109863281,410.07000732421875,405.3900146484375,407.6499938964844,4012900
2023-01-27,QQQ,292.0,298.260009765625,291.8800048828125,296.260009765625,56441900
2023-01-27,SPY,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,68346200
2023-01-30,IVV,404.6600036621094,407.0199890136719,402.20001220703125,402.4700012207031,3457400
2023-01-30,QQQ,292.92999267578125,294.3800048828125,289.8900146484375,290.2699890136719,49405800
2023-01-30,SPY,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,74202000
2023-01-31,IVV,403.0,408.3999938964844,402.6700134277344,408.30999755859375,6121200
2023-01-31,QQQ,290.30999755859375,294.7200012207031,290.20001220703125,294.6199951171875,46705100
2023-01-31,SPY,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,86811800
2023-02-01,IVV,407.1000061035156,415.5899963378906,404.2200012207031,412.6700134277344,5194600
2023-02-01,QQQ,294.4100036621094,303.42999267578125,292.29998779296875,300.9200134277344,67562200
2023-02-01,SPY,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,101459200
2023-02-02,IVV,416.79998779296875,420.25,414.79998779296875,418.6600036621094,4883300
2023-02-02,QQQ,307.57000732421875,313.67999267578125,306.7300109863281,311.7200012207031,83070600
2023-02-02,SPY,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,101654500
2023-02-03,IVV,413.5199890136719,418.95001220703125,413.0400085449219,414.3500061035156,4386000
2023-02-03,QQQ,304.94000244140625,312.3900146484375,304.5400085449219,306.17999267578125,76170800
2023-02-03,SPY,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,94736800
2023-02-06,IVV,411.739990234375,413.239990234375,410.0299987792969,411.79998779296875,2579000
2023-02-06,QQQ,303.510009765625,305.9100036621094,302.2200012207031,303.5899963378906,40802300
2023-02-06,SPY,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,60295300
2023-02-07,IVV,410.7699890136719,418.42999267578125,409.5299987792969,417.1199951171875,5584800
2023-02-07,QQQ,303.4599914550781,311.0299987792969,302.32000732421875,309.8800048828125,67584000
2023-02-07,SPY,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,90990700
2023-02-08,IVV,415.04998779296875,416.4599914550781,411.8800048828125,412.57000732421875,2872000
2023-02-08,QQQ,308.5400085449219,309.5,303.6700134277344,304.3699951171875,56720900
2023-02-08,SPY,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,76227500
2023-02-09,IVV,416.3800048828125,416.5199890136719,407.7300109863281,409.07000732421875,3378800
2023-02-09,QQQ,308.8399963378906,308.989990234375,300.20001220703125,301.67999267578125,49137800
2023-02-09,SPY,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,78694900
2023-02-10,IVV,407.7099914550781,410.3599853515625,406.92999267578125,409.9599914550781,2655900
2023-02-10,QQQ,299.4800109863281,301.57000732421875,297.25,299.70001220703125,50050100
2023-02-10,SPY,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,70769700
2023-02-13,IVV,410.6700134277344,414.8500061035156,410.19000244140625,414.7799987792969,3757200
2023-02-13,QQQ,301.1300048828125,305.1000061035156,299.92999267578125,304.5,39636700
2023-02-13,SPY,408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,64913500
2023-02-14,IVV,413.1600036621094,417.0,410.45001220703125,414.55999755859375,4222800
2023-02-14,QQQ,302.8900146484375,307.7200012207031,300.9100036621094,306.75,64079100
2023-02-14,SPY,411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,88389300
2023-02-15,IVV,412.260009765625,415.9599914550781,411.44000244140625,415.8800048828125,2966800
2023-02-15,QQQ,304.8999938964844,309.2699890136719,304.20001220703125,309.1000061035156,43100600
2023-02-15,SPY,410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,61555700
2023-02-16,IVV,410.739990234375,414.82000732421875,410.0799865722656,410.2799987792969,3347300
2023-02-16,QQQ,304.3800048828125,308.42999267578125,303.1499938964844,303.29998779296875,59498600
2023-02-16,SPY,408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,76431500
2023-02-17,IVV,407.95001220703125,409.3900146484375,405.95001220703125,409.1400146484375,2039000
2023-02-17,QQQ,301.07000732421875,301.92999267578125,298.1000061035156,301.1600036621094,58230700
2023-02-17,SPY,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,89257800
2023-02-21,IVV,404.9200134277344,406.0,400.67999267578125,401.0299987792969,6280600
2023-02-21,QQQ,297.260009765625,298.7300109863281,293.8900146484375,294.0299987792969,46526700
2023-02-21,SPY,403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,82655900
2023-02-22,IVV,401.3800048828125,402.9800109863281,398.8500061035156,400.3500061035156,4145700
2023-02-22,QQQ,294.6199951171875,296.3599853515625,292.55999755859375,294.25,51389200
2023-02-22,SPY,399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,83742300
2023-02-23,IVV,403.4599914550781,404.04998779296875,398.1000061035156,402.4599914550781,4570000
2023-02-23,QQQ,297.9700012207031,298.1300048828125,292.54998779296875,296.82000732421875,69294400
2023-02-23,SPY,401.55999755859375,402.20001220703125,396.25,400.6600036621094,96242400
2023-02-24,IVV,397.2099914550781,399.07000732421875,395.4800109863281,398.1099853515625,4450400
2023-02-24,QQQ,291.760009765625,292.9700012207031,290.04998779296875,291.8500061035156,74332000
2023-02-24,SPY,395.4200134277344,397.25,393.6400146484375,396.3800048828125,108194400
2023-02-27,IVV,401.739990234375,403.1499938964844,398.6099853515625,399.5,4547700
2023-02-27,QQQ,295.07000732421875,296.489990234375,293.3399963378906,293.94000244140625,48995000
2023-02-27,SPY,399.8699951171875,401.2900085449219,396.75,397.7300109863281,80444700
2023-02-28,IVV,399.05999755859375,401.1099853515625,397.9700012207031,397.9700012207031,5191500
2023-02-28,QQQ,293.29998779296875,296.1199951171875,292.9599914550781,293.55999755859375,48243100
2023-02-28,SPY,397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,96438600
2023-03-01,IVV,397.2200012207031,398.5,395.20001220703125,396.54998779296875,6327400
2023-03-01,QQQ,293.260009765625,293.92999267578125,290.20001220703125,291.20001220703125,58287000
2023-03-01,SPY,395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,99706800
2023-03-02,IVV,394.5,400.5299987792969,394.20001220703125,399.6700134277344,3003000
2023-03-02,QQQ,288.6600036621094,294.42999267578125,288.3699951171875,293.6099853515625,53565900
2023-03-02,SPY,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,85127800
2023-03-03,IVV,401.5799865722656,406.3399963378906,400.9100036621094,406.0799865722656,3167200
2023-03-03,QQQ,295.3900146484375,299.9200134277344,294.8699951171875,299.67999267578125,60511500
2023-03-03,SPY,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,90120000
2023-03-06,IVV,407.05999755859375,409.3800048828125,405.9599914550781,406.5400085449219,5754600
2023-03-06,QQQ,300.94000244140625,304.0,299.82000732421875,300.0199890136719,56736300
2023-03-06,SPY,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,72795900
2023-03-07,IVV,406.3399963378906,406.5799865722656,399.489990234375,400.1300048828125,3536200
2023-03-07,QQQ,300.07000732421875,301.010009765625,295.7200012207031,296.3399963378906,65955800
2023-03-07,SPY,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,108310600
2023-03-08,IVV,400.29998779296875,401.5899963378906,398.44000244140625,400.8299865722656,3423500
2023-03-08,QQQ,296.7699890136719,298.42999267578125,294.8800048828125,297.82000732421875,50876300
2023-03-08,SPY,398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,74746600
2023-03-09,IVV,401.6300048828125,403.3299865722656,392.32000732421875,393.4100036621094,3578700
2023-03-09,QQQ,298.3299865722656,300.9800109863281,291.8299865722656,292.6600036621094,71456700
2023-03-09,SPY,399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,111945300
2023-03-10,IVV,392.8500061035156,394.95001220703125,386.1099853515625,387.8800048828125,6751200
2023-03-10,QQQ,292.8299865722656,294.3500061035156,287.3800048828125,288.54998779296875,98593600
2023-03-10,SPY,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,189253000
2023-03-13,IVV,383.5,392.04998779296875,382.3699951171875,387.07000732421875,5579100
2023-03-13,QQQ,286.7300109863281,294.4700012207031,285.19000244140625,290.69000244140625,97123600
2023-03-13,SPY,381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,157790000
2023-03-14,IVV,392.32000732421875,395.260009765625,388.82000732421875,393.5799865722656,6004900
2023-03-14,QQQ,294.30999755859375,297.92999267578125,293.45001220703125,297.3699951171875,73602500
2023-03-14,SPY,390.5,393.45001220703125,387.04998779296875,391.7300109863281,149752400
2023-03-15,IVV,387.5899963378906,391.20001220703125,385.45001220703125,391.1600036621094,7838400
2023-03-15,QQQ,294.7099914550781,299.2699890136719,293.239990234375,298.92999267578125,83631500
2023-03-15,SPY,385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,172996900
2023-03-16,IVV,388.6600036621094,398.25,388.04998779296875,397.8900146484375,6535500
2023-03-16,QQQ,298.0,307.17999267578125,297.19000244140625,306.80999755859375,98198100
2023-03-16,SPY,386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,143254200
2023-03-17,IVV,396.6000061035156,397.70001220703125,391.8599853515625,393.1700134277344,6487300
2023-03-17,QQQ,306.7200012207031,309.1499938964844,303.3699951171875,305.3599853515625,89923700
2023-03-17,SPY,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,140553400
2023-03-20,IVV,394.1400146484375,397.5,393.3800048828125,397.07000732421875,4602600
2023-03-20,QQQ,304.260009765625,306.29998779296875,302.010009765625,305.9700012207031,56359500
2023-03-20,SPY,390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,93055800
2023-03-21,IVV,400.6300048828125,402.82000732421875,398.95001220703125,402.2300109863281,8656700
2023-03-21,QQQ,307.94000244140625,310.79998779296875,306.3999938964844,310.3399963378906,49757000
2023-03-21,SPY,397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,91524200
2023-03-22,IVV,402.1300048828125,405.8699951171875,395.4100036621094,395.489990234375,4659900
2023-03-22,QQQ,310.2699890136719,315.25,305.95001220703125,306.1199951171875,75791900
2023-03-22,SPY,398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,111746600
2023-03-23,IVV,396.8900146484375,401.0199890136719,392.0799865722656,394.8399963378906,4743600
2023-03-23,QQQ,309.9200134277344,314.1499938964844,307.010009765625,309.75,74576000
2023-03-23,SPY,395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,119351300
2023-03-24,IVV,393.5400085449219,397.5199890136719,391.0899963378906,397.45001220703125,4867500
2023-03-24,QQQ,309.32000732421875,310.989990234375,306.95001220703125,310.8900146484375,57195200
2023-03-24,SPY,391.8399963378906,395.8399963378906,389.3999938964844,395.75,107682400
2023-03-27,IVV,399.92999267578125,400.6300048828125,397.2900085449219,398.1400146484375,4509700
2023-03-27,QQQ,311.6000061035156,312.70001220703125,307.8900146484375,308.760009765625,50287400
2023-03-27,SPY,398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,74010400
2023-03-28,IVV,397.4700012207031,398.2099914550781,395.3999938964844,397.3999938964844,2419000
2023-03-28,QQQ,308.1700134277344,308.20001220703125,304.7699890136719,307.1199951171875,48585900
2023-03-28,SPY,395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,62871700
2023-03-29,IVV,401.6600036621094,403.3699951171875,400.45001220703125,403.1499938964844,4369100
2023-03-29,QQQ,310.8800048828125,313.3500061035156,310.04998779296875,312.7200012207031,53274300
2023-03-29,SPY,399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,77497900
2023-03-30,IVV,405.8399963378906,406.1000061035156,403.4800109863281,405.3900146484375,4066400
2023-03-30,QQQ,315.239990234375,316.32000732421875,312.80999755859375,315.67999267578125,58354800
2023-03-30,SPY,404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,69840000
2023-03-31,IVV,406.4800109863281,411.44000244140625,406.3500061035156,411.0799865722656,4224500
2023-03-31,QQQ,315.9100036621094,321.1700134277344,315.6000061035156,320.92999267578125,62138100
2023-03-31,SPY,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,112062600
2023-04-03,IVV,410.7099914550781,413.1600036621094,410.20001220703125,412.5400085449219,4455300
2023-04-03,QQQ,318.7699890136719,320.4200134277344,317.4200134277344,320.1499938964844,47126800
2023-04-03,SPY,408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,67391100
2023-04-04,IVV,413.4200134277344,413.69000244140625,409.0,410.42999267578125,3496500
2023-04-04,QQQ,320.6000061035156,321.6300048828125,317.8299865722656,319.07000732421875,45875400
2023-04-04,SPY,411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,66601500
2023-04-05,IVV,409.739990234375,410.4800109863281,407.6499938964844,409.4599914550781,3698900
2023-04-05,QQQ,318.1000061035156,319.05999755859375,314.07000732421875,315.9200134277344,62795700
2023-04-05,SPY,407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,65200200
2023-04-06,IVV,408.57000732421875,411.2699890136719,407.44000244140625,411.010009765625,2975500
2023-04-06,QQQ,314.239990234375,318.54998779296875,312.82000732421875,318.04998779296875,46916500
2023-04-06,SPY,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,63743300
2023-04-10,IVV,408.3699951171875,411.5,407.760009765625,411.4800109863281,2777900
2023-04-10,QQQ,315.07000732421875,317.9200134277344,313.25,317.8699951171875,45134700
2023-04-10,SPY,406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,63681000
2023-04-11,IVV,412.0199890136719,412.9700012207031,410.69000244140625,411.4700012207031,3657000
2023-04-11,QQQ,317.8299865722656,317.8900146484375,315.30999755859375,315.8299865722656,40113600
2023-04-11,SPY,410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,59297900
2023-04-12,IVV,413.67999267578125,413.94000244140625,409.2300109863281,409.92999267578125,3959000
2023-04-12,QQQ,317.82000732421875,318.4200134277344,312.57000732421875,313.0400085449219,62813300
2023-04-12,SPY,411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,86420400
2023-04-13,IVV,411.0400085449219,415.6199951171875,410.5,415.2699890136719,3570000
2023-04-13,QQQ,314.8299865722656,319.6499938964844,313.6300048828125,319.1700134277344,54613800
2023-04-13,SPY,409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,85814800
2023-04-14,IVV,414.6400146484375,416.8900146484375,411.8500061035156,414.25,3546700
2023-04-14,QQQ,317.5899963378906,320.3599853515625,315.6099853515625,318.57000732421875,56278300
2023-04-14,SPY,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,78161500
2023-04-17,IVV,414.1400146484375,415.8500061035156,412.8800048828125,415.7799987792969,2482500
2023-04-17,QQQ,318.1499938964844,319.20001220703125,316.0400085449219,318.8399963378906,43007000
2023-04-17,SPY,412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,66436400
2023-04-18,IVV,417.44000244140625,417.5199890136719,414.6000061035156,416.0199890136719,2653400
2023-04-18,QQQ,320.989990234375,321.4200134277344,317.6400146484375,318.8599853515625,46746900
2023-04-18,SPY,415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,63560000
2023-04-19,IVV,414.0199890136719,416.8699951171875,413.9800109863281,415.989990234375,2937000
2023-04-19,QQQ,316.4100036621094,319.7900085449219,316.2799987792969,318.7099914550781,38960100
2023-04-19,SPY,412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,55227300
2023-04-20,IVV,412.9599914550781,415.5,412.07000732421875,413.6600036621094,3279800
2023-04-20,QQQ,315.69000244140625,319.2699890136719,314.9700012207031,316.2799987792969,62462100
2023-04-20,SPY,411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,75840400
2023-04-21,IVV,413.989990234375,414.4599914550781,412.0,413.8900146484375,3384000
2023-04-21,QQQ,315.9100036621094,317.3999938964844,314.1000061035156,316.6099853515625,59002300
2023-04-21,SPY,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,73457400
2023-04-24,IVV,413.75,414.8500061035156,412.3900146484375,414.4100036621094,3398500
2023-04-24,QQQ,316.3800048828125,317.739990234375,313.739990234375,315.95001220703125,44043100
2023-04-24,SPY,411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,64332100
2023-04-25,IVV,412.3399963378906,412.8900146484375,407.7900085449219,407.8299865722656,3686800
2023-04-25,QQQ,314.2900085449219,314.9700012207031,309.8900146484375,309.989990234375,57121600
2023-04-25,SPY,410.5799865722656,411.1600036621094,406.0199890136719,406.0799865722656,97766700
2023-04-26,IVV,408.4700012207031,409.5899963378906,405.5400085449219,406.1700134277344,5637900
2023-04-26,QQQ,313.44000244140625,314.94000244140625,311.3399963378906,311.8699951171875,55400500
2023-04-26,SPY,406.7200012207031,407.8399963378906,403.7799987792969,404.3599853515625,80447000
2023-04-27,IVV,408.75,414.489990234375,408.54998779296875,414.2300109863281,4156100
2023-04-27,QQQ,315.70001220703125,320.8599853515625,315.04998779296875,320.3500061035156,65430400
2023-04-27,SPY,407.0,412.69000244140625,406.739990234375,412.4100036621094,92968400
2023-04-28,IVV,413.2699890136719,417.739990234375,413.2300109863281,417.6600036621094,3871000
2023-04-28,QQQ,320.1099853515625,322.6499938964844,318.9599914550781,322.55999755859375,59712600
2023-04-28,SPY,411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,89433100
2023-05-01,IVV,417.2900085449219,419.4200134277344,417.1000061035156,417.3599853515625,2813100
2023-05-01,QQQ,322.0899963378906,323.6300048828125,321.0899963378906,322.19000244140625,41013400
2023-05-01,SPY,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,62122300
2023-05-02,IVV,416.5400085449219,416.6400146484375,409.5899963378906,412.69000244140625,4604700
2023-05-02,QQQ,322.1199951171875,322.45001220703125,317.6099853515625,319.3800048828125,56519400
2023-05-02,SPY,414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,103998500
2023-05-03,IVV,413.17999267578125,415.6400146484375,409.55999755859375,409.7200012207031,3746400
2023-05-03,QQQ,319.75,322.4700012207031,317.17999267578125,317.2900085449219,59882100
2023-05-03,SPY,411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,91531800
2023-05-04,IVV,408.6499938964844,409.0299987792969,405.5400085449219,406.8599853515625,4185900
2023-05-04,QQQ,317.05999755859375,318.2300109863281,315.1199951171875,316.1700134277344,50224500
2023-05-04,SPY,406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,94901900
2023-05-05,IVV,410.67999267578125,415.5299987792969,410.42999267578125,414.29998779296875,2992900
2023-05-05,QQQ,318.4700012207031,323.760009765625,316.2099914550781,322.8900146484375,51806100
2023-05-05,SPY,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,87891800
2023-05-08,IVV,414.7799987792969,415.05999755859375,413.1000061035156,414.5199890136719,2955600
2023-05-08,QQQ,322.4200134277344,324.0400085449219,321.32000732421875,323.69000244140625,36465800
2023-05-08,SPY,412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,50046800
2023-05-09,IVV,412.9200134277344,413.8800048828125,412.4800109863281,412.8299865722656,2571900
2023-05-09,QQQ,322.0,322.8800048828125,321.32000732421875,321.6400146484375,31768800
2023-05-09,SPY,411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,49220100
2023-05-10,IVV,415.70001220703125,416.3399963378906,410.6700134277344,414.57000732421875,3186100
2023-05-10,QQQ,324.1199951171875,326.010009765625,321.6000061035156,325.1400146484375,60446600
2023-05-10,SPY,413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,96142900
2023-05-11,IVV,413.739990234375,414.2099914550781,411.75,413.95001220703125,2509600
2023-05-11,QQQ,325.70001220703125,326.75,324.1199951171875,326.20001220703125,44278500
2023-05-11,SPY,411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,70157100
2023-05-12,IVV,415.2699890136719,415.3699951171875,410.8699951171875,413.4100036621094,2281600
2023-05-12,QQQ,326.739990234375,327.1700134277344,322.94000244140625,325.0299987792969,48432800
2023-05-12,SPY,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,70481500
2023-05-15,IVV,414.1099853515625,415.2300109863281,412.04998779296875,414.7799987792969,1934200
2023-05-15,QQQ,325.510009765625,327.0299987792969,323.9599914550781,326.7900085449219,33375600
2023-05-15,SPY,412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,54289400
2023-05-16,IVV,413.70001220703125,414.6199951171875,412.010009765625,412.010009765625,3432000
2023-05-16,QQQ,326.05999755859375,328.8999938964844,326.0199890136719,327.1600036621094,40019200
2023-05-16,SPY,411.8599853515625,412.82000732421875,410.239990234375,410.25,57705500
2023-05-17,IVV,414.20001220703125,417.6700134277344,412.42999267578125,417.010009765625,3131300
2023-05-17,QQQ,328.239990234375,331.7099914550781,327.0400085449219,331.1199951171875,47486100
2023-05-17,SPY,412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,87287000
2023-05-18,IVV,416.79998779296875,421.5199890136719,416.5,421.04998779296875,3087100
2023-05-18,QQQ,331.5199890136719,337.489990234375,331.5,337.2699890136719,64213500
2023-05-18,SPY,414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,97177200
2023-05-19,IVV,422.0199890136719,422.5899963378906,419.2099914550781,420.44000244140625,3873100
2023-05-19,QQQ,337.489990234375,338.2099914550781,335.42999267578125,336.510009765625,61554900
2023-05-19,SPY,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,103793300
2023-05-22,IVV,420.510009765625,422.260009765625,419.2099914550781,420.55999755859375,3076600
2023-05-22,QQQ,336.25,338.6700134277344,336.239990234375,337.6400146484375,43015900
2023-05-22,SPY,418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,60745400
2023-05-23,IVV,418.92999267578125,419.8800048828125,415.510009765625,415.9599914550781,3221000
2023-05-23,QQQ,335.8900146484375,337.05999755859375,333.0,333.3599853515625,48216700
2023-05-23,SPY,417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,86383500
2023-05-24,IVV,414.239990234375,414.5899963378906,411.6700134277344,412.8399963378906,3633800
2023-05-24,QQQ,331.3699951171875,332.9100036621094,329.55999755859375,331.6499938964844,62891200
2023-05-24,SPY,412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,89213700
2023-05-25,IVV,416.55999755859375,417.9700012207031,414.2099914550781,416.4800109863281,3487800
2023-05-25,QQQ,339.1400146484375,341.010009765625,336.6700134277344,339.7200012207031,66862800
2023-05-25,SPY,414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,90961600
2023-05-26,IVV,417.17999267578125,422.6300048828125,417.0899963378906,421.95001220703125,5531300
